Open time,Open,Close,Volume,CHG,stocRSI,MACD
2022-07-26,21310.9,21254.67,177817.24326,-0.26,69.49,105.2
2022-07-27,21254.67,22952.45,210971.19796,7.99,86.8,147.5
2022-07-28,22954.31,23842.93,236029.0741,3.87,100.0,223.02
2022-07-29,23845.25,23773.75,198298.50623,-0.3,89.3,253.64
2022-07-30,23777.28,23643.51,151060.13211,-0.56,70.75,250.05
2022-07-31,23644.64,23293.32,127743.32483,-1.49,73.52,210.59
2022-08-01,23296.36,23268.01,144210.16219,-0.12,7.91,170.98
2022-08-02,23266.9,22987.79,158073.28225,-1.2,0.0,116.68
2022-08-03,22985.93,22818.37,145948.80995,-0.73,0.14,62.84
2022-08-04,22816.91,22622.98,154854.67016,-0.85,0.0,10.3
2022-08-05,22622.41,23312.42,175251.69749,3.05,40.68,17.77
2022-08-06,23313.56,22954.21,83911.80307,-1.54,36.04,-4.43
2022-08-07,22954.21,23174.39,88890.00877,0.96,38.85,-7.14
2022-08-08,23174.39,23810.0,170958.44152,2.74,100.0,29.03
2022-08-09,23810.98,23149.95,143182.50858,-2.78,73.98,4.93
2022-08-10,23151.32,23954.05,208916.54953,3.47,52.03,37.73
2022-08-11,23954.05,23934.39,249759.79557,-0.08,20.8,51.83
2022-08-12,23933.09,24403.68,174207.5704,1.97,41.1,84.55
2022-08-13,24401.7,24441.38,152852.25435,0.16,48.1,99.5
2022-08-14,24443.06,24305.24,151206.14473,-0.56,58.24,91.19
2022-08-15,24305.25,24094.82,242539.54758,-0.87,49.42,63.8
2022-08-16,24093.04,23854.74,179324.94821,-0.99,51.27,23.85
2022-08-17,23856.15,23342.66,210668.68766,-2.15,36.36,-39.3
2022-08-18,23342.66,23191.2,144185.97011,-0.65,21.91,-90.57
2022-08-19,23191.45,20834.39,283995.87747,-10.16,0.0,-272.24
2022-08-20,20834.39,21140.07,183041.68363,1.47,11.97,-355.59
2022-08-21,21140.07,21515.61,159200.6841,1.78,15.54,-367.67
2022-08-22,21516.7,21399.83,222222.04526,-0.54,0.0,-364.97
2022-08-23,21400.75,21529.12,200967.77164,0.6,16.97,-336.67
2022-08-24,21529.11,21368.08,174383.22046,-0.75,0.0,-311.57
2022-08-25,21368.05,21559.04,169915.78301,0.89,7.71,-266.62
2022-08-26,21559.04,20241.05,273811.61955,-6.11,0.0,-307.27
2022-08-27,20239.14,20037.6,162582.46032,-1.0,0.0,-327.62
2022-08-28,20037.6,19555.61,139307.95976,-2.41,0.0,-351.21
2022-08-29,19555.61,20285.73,210509.49545,3.73,20.36,-297.43
2022-08-30,20287.2,19811.66,256634.35529,-2.34,20.24,-274.15
2022-08-31,19813.03,20050.02,276946.60765,1.2,30.49,-225.12
2022-09-01,20048.44,20131.46,245289.97263,0.41,59.59,-172.02
2022-09-02,20132.64,19951.86,245986.6033,-0.9,100.0,-135.42
2022-09-03,19950.98,19831.9,146639.03204,-0.6,81.85,-106.96
2022-09-04,19832.45,20000.3,145588.77893,0.85,70.95,-66.46
2022-09-05,20000.3,19796.84,222543.01057,-1.02,68.56,-44.11
2022-09-06,19795.34,18790.61,356315.05718,-5.08,40.01,-85.43
2022-09-07,18790.61,19292.84,287394.7788,2.67,66.79,-68.04
