Open time,Open,High,Low,Close,Volume,Close time,Base asset volume,Number of trades,Taker buy volume,Taker buy base asset volume,Ignore,ha_signal,ema_200_signal,stoch_signal
2020-01-01 00:00:00,7195.24,7196.25,7178.2,7180.97,202.942868,2020-01-01 00:14:59.999,1458244.89963462,2452,76.962041,553069.53492894,0,0.0,0.0,0.0
2020-01-01 00:15:00,7180.97,7186.4,7175.47,7178.45,128.242654,2020-01-01 00:29:59.999,920702.74707886,1948,58.38911,419226.47144695,0,-1.0,-1.0,0.0
2020-01-01 00:30:00,7178.19,7185.44,7176.23,7179.56,83.487458,2020-01-01 00:44:59.999,599479.15280528,1580,43.822374,314667.3210715,0,0.0,-1.0,0.0
2020-01-01 00:45:00,7179.35,7183.98,7175.46,7177.02,97.141921,2020-01-01 00:59:59.999,697429.77996667,1660,46.979601,337325.86220298,0,0.0,-1.0,0.0
2020-01-01 01:00:00,7176.47,7194.04,7175.71,7190.86,103.520522,2020-01-01 01:14:59.999,744089.10404112,1588,56.251378,404330.49838606,0,0.0,1.0,0.0
2020-01-01 01:15:00,7190.46,7217.0,7189.23,7212.1,251.543052,2020-01-01 01:29:59.999,1811798.39793908,2472,166.151398,1196805.26373375,0,1.0,1.0,0.0
2020-01-01 01:30:00,7212.1,7230.0,7207.17,7211.87,387.247252,2020-01-01 01:44:59.999,2795581.3741801,3203,258.063899,1863078.01215593,0,1.0,1.0,0.0
2020-01-01 01:45:00,7212.34,7216.41,7204.28,7216.27,140.741777,2020-01-01 01:59:59.999,1014483.66495246,1770,90.254744,650590.27541519,0,0.0,1.0,0.0
2020-01-01 02:00:00,7215.52,7223.8,7211.41,7211.97,133.760653,2020-01-01 02:14:59.999,965386.81850862,1699,67.913174,490184.53095232,0,0.0,1.0,0.0
2020-01-01 02:15:00,7212.87,7238.88,7212.15,7228.09,175.257504,2020-01-01 02:29:59.999,1266907.09876925,1981,87.352197,631349.21433088,0,0.0,1.0,0.0
2020-01-01 02:30:00,7227.12,7237.99,7226.79,7237.63,173.319335,2020-01-01 02:44:59.999,1253441.33231524,1751,100.45365,726476.08234628,0,1.0,1.0,0.0
2020-01-01 02:45:00,7237.42,7244.87,7231.93,7242.85,172.819317,2020-01-01 02:59:59.999,1250984.13859827,2035,101.461242,734503.99745828,0,0.0,1.0,0.0
2020-01-01 03:00:00,7242.66,7245.0,7220.1,7228.5,271.023025,2020-01-01 03:14:59.999,1959651.83289543,2811,129.805507,938542.44381943,0,0.0,1.0,0.0
2020-01-01 03:15:00,7227.43,7238.77,7227.19,7237.15,169.389243,2020-01-01 03:29:59.999,1225409.70004306,1897,78.633128,568857.94972303,0,0.0,1.0,0.0
2020-01-01 03:30:00,7237.82,7244.33,7220.23,7221.27,203.198931,2020-01-01 03:44:59.999,1469869.68842882,2163,90.836991,657262.33862424,0,0.0,1.0,0.0
2020-01-01 03:45:00,7221.27,7230.78,7220.0,7225.01,140.113668,2020-01-01 03:59:59.999,1012436.07163872,1466,95.535185,690324.62312467,0,0.0,1.0,0.0
2020-01-01 04:00:00,7225.0,7229.88,7217.81,7219.09,152.567681,2020-01-01 04:14:59.999,1102372.81686395,1985,79.928905,577641.03673135,0,0.0,1.0,0.0
