Open time,Open,High,Low,Close,Volume,Close time,Base asset volume,Number of trades,Taker buy volume,Taker buy base asset volume,Ignore
2021-01-01 00:00:00,28923.63000000,29017.50000000,28913.12000000,28975.65000000,182.88987800,2021-01-01 00:04:59.999,5300786.60064202,5614,80.02912900,2319246.59950932,0
2021-01-01 00:05:00,28975.65000000,28979.53000000,28846.28000000,28858.94000000,214.56810400,2021-01-01 00:09:59.999,6201531.66152165,4928,113.76133100,3287213.12042724,0
2021-01-01 00:10:00,28858.94000000,28883.20000000,28690.17000000,28752.80000000,442.61958700,2021-01-01 00:14:59.999,12737406.23310100,8776,199.91376400,5753595.34007488,0
2021-01-01 00:15:00,28752.80000000,28852.48000000,28720.91000000,28820.72000000,174.83977900,2021-01-01 00:19:59.999,5034870.59144695,5208,91.54259600,2635935.74058714,0
2021-01-01 00:20:00,28822.17000000,28846.46000000,28744.09000000,28846.46000000,161.31678400,2021-01-01 00:24:59.999,4645146.44731833,4630,78.11172200,2249405.94661516,0
2021-01-01 00:25:00,28844.88000000,28875.55000000,28822.00000000,28836.63000000,144.45461600,2021-01-01 00:29:59.999,4166936.21386908,4038,66.31366000,1912775.23219824,0
2021-01-01 00:30:00,28836.63000000,28896.54000000,28836.62000000,28880.38000000,158.09205600,2021-01-01 00:34:59.999,4564452.11236060,3968,106.95429200,3087824.19848396,0
2021-01-01 00:35:00,28879.48000000,28932.13000000,28879.48000000,28897.97000000,165.59463400,2021-01-01 00:39:59.999,4787654.91118073,4348,101.19564100,2925385.49082338,0
2021-01-01 00:40:00,28897.97000000,28943.87000000,28897.96000000,28930.11000000,147.44801800,2021-01-01 00:44:59.999,4264078.43393435,3918,99.81678200,2886596.81886491,0
2021-01-01 00:45:00,28930.11000000,28968.40000000,28889.99000000,28946.32000000,154.91605400,2021-01-01 00:49:59.999,4482538.58383046,4673,90.49278700,2618708.21501974,0
2021-01-01 00:50:00,28944.93000000,28985.16000000,28937.95000000,28947.10000000,136.96944500,2021-01-01 00:54:59.999,3967293.31682951,3781,85.49164100,2476544.07234148,0
2021-01-01 00:55:00,28947.10000000,29031.34000000,28942.01000000,28995.13000000,228.10249000,2021-01-01 00:59:59.999,6616135.23406540,4507,101.73589300,2950312.00793731,0
2021-01-01 01:00:00,28995.13000000,29056.95000000,28960.35000000,29056.95000000,149.94933300,2021-01-01 01:04:59.999,4349378.17725106,4511,85.99138900,2494386.75283414,0
2021-01-01 01:05:00,29056.96000000,29138.76000000,29052.88000000,29117.20000000,379.84562100,2021-01-01 01:09:59.999,11051941.37375245,7775,237.21718200,6902191.87332822,0
2021-01-01 01:10:00,29117.19000000,29385.00000000,29115.76000000,29382.59000000,1206.04405100,2021-01-01 01:14:59.999,35279473.58921200,20410,829.48840100,24266307.78936327,0
2021-01-01 01:15:00,29384.97000000,29385.00000000,29261.59000000,29272.51000000,816.10192200,2021-01-01 01:19:59.999,23931020.46910646,12899,396.11185900,11617803.01648751,0
2021-01-01 01:20:00,29272.47000000,29349.85000000,29241.50000000,29331.74000000,342.04376500,2021-01-01 01:24:59.999,10022530.57655909,8080,194.59276000,5702312.35206865,0
2021-01-01 01:25:00,29331.74000000,29417.87000000,29279.23000000,29385.39000000,555.13375200,2021-01-01 01:29:59.999,16298206.79374855,8604,343.87358500,10097209.05012453,0
2021-01-01 01:30:00,29387.07000000,29450.00000000,29316.83000000,29361.77000000,505.30662400,2021-01-01 01:34:59.999,14853888.45647219,9641,277.28142600,8152632.91239468,0
2021-01-01 01:35:00,29361.77000000,29470.00000000,29340.00000000,29400.01000000,494.41064600,2021-01-01 01:39:59.999,14548053.38478894,8716,313.75902500,9233764.60111201,0
2021-01-01 01:40:00,29401.66000000,29415.80000000,29312.17000000,29319.87000000,334.00505300,2021-01-01 01:44:59.999,9808030.61500413,6916,128.88787100,3785053.68289095,0
2021-01-01 01:45:00,29320.70000000,29394.23000000,29311.75000000,29389.47000000,238.19778300,2021-01-01 01:49:59.999,6991133.84266073,5507,148.76149400,4366242.46399667,0
2021-01-01 01:50:00,29389.48000000,29394.46000000,29338.96000000,29371.22000000,195.30936400,2021-01-01 01:54:59.999,5735240.40768338,6020,100.48001200,2950523.93802172,0
2021-01-01 01:55:00,29371.23000000,29430.85000000,29352.26000000,29409.99000000,186.72055700,2021-01-01 01:59:59.999,5488919.13181824,4817,103.59669700,3045563.50293058,0
2021-01-01 02:00:00,29410.00000000,29465.26000000,29359.99000000,29382.73000000,310.38544400,2021-01-01 02:04:59.999,9131041.95761183,5786,150.62416200,4431202.96680269,0
2021-01-01 02:05:00,29382.73000000,29386.95000000,29335.00000000,29375.07000000,165.30205400,2021-01-01 02:09:59.999,4852997.26328727,3838,79.49999100,2334098.31766892,0
2021-01-01 02:10:00,29375.08000000,29377.85000000,29201.78000000,29248.69000000,266.00427400,2021-01-01 02:14:59.999,7791540.60299842,6576,120.15883900,3519532.44563326,0
2021-01-01 02:15:00,29248.69000000,29333.00000000,29240.41000000,29333.00000000,188.31274900,2021-01-01 02:19:59.999,5517203.01289912,4602,122.86083300,3599449.85327628,0
2021-01-01 02:20:00,29333.00000000,29388.22000000,29305.01000000,29362.30000000,139.32751600,2021-01-01 02:24:59.999,4087433.07047393,4431,69.38718800,2035702.17240954,0
2021-01-01 02:25:00,29362.30000000,29364.64000000,29278.79000000,29298.86000000,175.29273900,2021-01-01 02:29:59.999,5139780.61561181,4705,83.79921800,2456746.52604752,0
2021-01-01 02:30:00,29298.87000000,29299.98000000,29202.00000000,29224.86000000,239.77926000,2021-01-01 02:34:59.999,7009509.93849680,5325,118.69892200,3469927.04691968,0
2021-01-01 02:35:00,29224.86000000,29277.41000000,29221.48000000,29225.04000000,197.56672900,2021-01-01 02:39:59.999,5778441.90469624,4476,121.13546300,3542775.86845030,0
2021-01-01 02:40:00,29225.05000000,29279.99000000,29120.03000000,29265.71000000,261.39980600,2021-01-01 02:44:59.999,7637601.97475209,6496,130.83280100,3823589.55387281,0
