Open time,Open,High,Low,Close,Volume,Close time,Base asset volume,Number of trades,Taker buy volume,Taker buy base asset volume,Ignore
2022-01-01 00:00:00,46216.93000000,46391.49000000,46208.37000000,46321.34000000,185.67558000,2022-01-01 00:04:59.999,8598314.37243310,4551,106.54655000,4933083.00041560,0
2022-01-01 00:05:00,46321.34000000,46527.26000000,46280.00000000,46371.11000000,123.43577000,2022-01-01 00:09:59.999,5730874.56741150,3937,61.10408000,2836663.58464160,0
2022-01-01 00:10:00,46369.79000000,46394.00000000,46276.22000000,46332.51000000,77.54574000,2022-01-01 00:14:59.999,3592815.53605050,2616,42.93039000,1988818.47978590,0
2022-01-01 00:15:00,46332.52000000,46332.52000000,46236.27000000,46293.90000000,101.14315000,2022-01-01 00:19:59.999,4682187.43640540,3065,65.58819000,3036235.33338720,0
2022-01-01 00:20:00,46295.42000000,46421.27000000,46286.25000000,46395.53000000,135.32479000,2022-01-01 00:24:59.999,6273259.96518860,3316,69.99001000,3244492.90582900,0
2022-01-01 00:25:00,46395.53000000,46400.38000000,46345.10000000,46375.42000000,83.53179000,2022-01-01 00:29:59.999,3873742.75345320,2189,42.29020000,1961070.61738770,0
2022-01-01 00:30:00,46375.42000000,46446.47000000,46360.19000000,46443.65000000,81.82606000,2022-01-01 00:34:59.999,3795693.30864000,2157,41.93260000,1945058.12957380,0
2022-01-01 00:35:00,46443.65000000,46590.00000000,46443.64000000,46530.70000000,113.11574000,2022-01-01 00:39:59.999,5260380.02859840,3291,59.04880000,2745785.12950050,0
2022-01-01 00:40:00,46530.71000000,46689.42000000,46503.51000000,46610.81000000,191.13897000,2022-01-01 00:44:59.999,8911249.46499540,4483,108.25248000,5046523.89945180,0
2022-01-01 00:45:00,46610.81000000,46731.39000000,46575.76000000,46693.74000000,168.66367000,2022-01-01 00:49:59.999,7871146.52591480,3669,92.22034000,4303639.92901900,0
2022-01-01 00:50:00,46693.75000000,46708.59000000,46628.60000000,46659.65000000,133.40734000,2022-01-01 00:54:59.999,6226510.61411160,3135,71.11999000,3319033.85440220,0
2022-01-01 00:55:00,46659.66000000,46690.16000000,46630.46000000,46656.13000000,108.52235000,2022-01-01 00:59:59.999,5063811.81729680,2199,45.04173000,2101752.05424970,0
2022-01-01 01:00:00,46656.14000000,46661.64000000,46574.06000000,46582.68000000,126.44773000,2022-01-01 01:04:59.999,5893221.81241740,3278,69.05058000,3218376.03002300,0
2022-01-01 01:05:00,46582.67000000,46678.13000000,46579.90000000,46675.00000000,115.87901000,2022-01-01 01:09:59.999,5401994.03957270,2607,76.59011000,3570399.82188780,0
