Open time,Open,High,Low,Close,Volume,Close time,Base asset volume,Number of trades,Taker buy volume,Taker buy base asset volume,Ignore
2017-08-17 04:00:00,4261.48000000,4349.99000000,4261.32000000,4349.99000000,82.08886500,2017-08-17 07:59:59.999,353194.33293028,334,64.01372700,275647.42191079,0
2017-08-17 08:00:00,4333.32000000,4485.39000000,4333.32000000,4427.30000000,63.61988200,2017-08-17 11:59:59.999,282501.15774965,248,58.78763300,261054.05115395,0
2017-08-17 12:00:00,4436.06000000,4485.39000000,4333.42000000,4352.34000000,174.56200100,2017-08-17 15:59:59.999,774238.79831726,858,125.18413300,555419.75806110,0
2017-08-17 16:00:00,4352.33000000,4354.84000000,4200.74000000,4325.23000000,225.10971600,2017-08-17 19:59:59.999,965291.09880366,986,165.03636300,707808.20092154,0
2017-08-17 20:00:00,4307.56000000,4369.69000000,4258.56000000,4285.08000000,249.76991300,2017-08-17 23:59:59.999,1079544.66293121,1001,203.22668500,878286.96855663,0
2017-08-18 00:00:00,4285.08000000,4340.62000000,4134.61000000,4292.39000000,276.19304300,2017-08-18 03:59:59.999,1175805.57438953,1036,214.65557000,915578.05399653,0
2017-08-18 04:00:00,4292.39000000,4340.62000000,4234.43000000,4300.25000000,248.38902900,2017-08-18 07:59:59.999,1063954.72616754,1135,203.64669900,872408.75176393,0
2017-08-18 08:00:00,4285.00000000,4371.52000000,4259.85000000,4340.31000000,196.14012900,2017-08-18 11:59:59.999,845595.86604280,880,167.10573200,720161.34080559,0
2017-08-18 12:00:00,4320.52000000,4340.31000000,4193.70000000,4236.89000000,175.96938400,2017-08-18 15:59:59.999,749458.52575861,697,147.07831200,626284.07432919,0
2017-08-18 16:00:00,4234.54000000,4297.75000000,4015.70000000,4136.28000000,193.64697000,2017-08-18 19:59:59.999,807331.06009917,753,153.45894400,641094.96292248,0
2017-08-18 20:00:00,4135.00000000,4136.48000000,3938.77000000,4108.37000000,109.54970900,2017-08-18 23:59:59.999,444812.55371386,732,86.92345300,353596.13270036,0
2017-08-19 00:00:00,4108.37000000,4184.69000000,4084.28000000,4138.55000000,108.51044800,2017-08-19 03:59:59.999,449351.42223461,585,92.39917400,382661.64455272,0
2017-08-19 04:00:00,4138.50000000,4156.00000000,3933.21000000,4033.47000000,112.75207900,2017-08-19 07:59:59.999,457214.75420634,493,76.67902700,310960.50822565,0
2017-08-19 08:00:00,4033.47000000,4082.25000000,3850.00000000,3957.60000000,77.25604200,2017-08-19 11:59:59.999,307816.36811400,481,44.21958400,177045.86484426,0
2017-08-19 12:00:00,3945.12000000,4100.00000000,3928.89000000,3972.05000000,47.51557800,2017-08-19 15:59:59.999,192323.93679216,320,33.81475900,137030.52729860,0
2017-08-19 16:00:00,4036.19000000,4103.92000000,3953.40000000,4076.12000000,25.92505600,2017-08-19 19:59:59.999,104478.70292304,161,20.09867300,81056.62024693,0
2017-08-19 20:00:00,4088.71000000,4149.99000000,4051.47000000,4139.98000000,9.35056000,2017-08-19 23:59:59.999,38298.55115136,113,7.12482500,29246.70491919,0
2017-08-20 00:00:00,4120.98000000,4139.98000000,4044.00000000,4094.62000000,6.61128300,2017-08-20 03:59:59.999,27090.32379014,79,5.75838500,23607.94873166,0
2017-08-20 04:00:00,4094.62000000,4156.56000000,4081.19000000,4155.87000000,28.60391000,2017-08-20 07:59:59.999,117539.17487370,275,20.14808700,82819.22457595,0
2017-08-20 08:00:00,4155.87000000,4211.08000000,4032.62000000,4106.53000000,36.01994300,2017-08-20 11:59:59.999,148442.01320702,268,20.25905500,83560.55317922,0
2017-08-20 12:00:00,4106.53000000,4125.43000000,4063.35000000,4125.00000000,29.11326600,2017-08-20 15:59:59.999,119507.05568627,128,22.33098600,91722.20319178,0
2017-08-20 16:00:00,4125.00000000,4185.94000000,4091.59000000,4164.60000000,169.99551700,2017-08-20 19:59:59.999,703376.44563256,689,146.82569800,607419.74852118,0
2017-08-20 20:00:00,4161.59000000,4171.62000000,4069.13000000,4086.29000000,196.73910300,2017-08-20 23:59:59.999,814409.37713677,882,161.47373600,668271.65553751,0
2017-08-21 00:00:00,4069.13000000,4119.62000000,4039.00000000,4084.76000000,220.83814300,2017-08-21 03:59:59.999,901616.43215732,931,192.38554200,785426.80240148,0
2017-08-21 04:00:00,4079.26000000,4104.68000000,3953.40000000,4043.63000000,222.57512900,2017-08-21 07:59:59.999,897752.76476758,1200,179.07342500,722314.65230777,0
2017-08-21 08:00:00,4043.63000000,4088.12000000,4000.01000000,4023.11000000,78.87831400,2017-08-21 11:59:59.999,318369.89414274,454,63.70572200,257161.36030859,0
2017-08-21 12:00:00,4023.11000000,4023.11000000,3911.79000000,4022.00000000,43.76279600,2017-08-21 15:59:59.999,174413.62639185,479,17.95457400,71741.59675776,0
2017-08-21 16:00:00,4005.99000000,4042.11000000,3918.80000000,4027.05000000,24.46693000,2017-08-21 19:59:59.999,97897.65595292,330,17.92331300,71826.65385753,0
2017-08-21 20:00:00,4027.05000000,4070.49000000,3950.00000000,4016.00000000,101.22174800,2017-08-21 23:59:59.999,407181.34061487,578,86.31353100,347191.48752524,0
2017-08-22 00:00:00,4016.00000000,4016.00000000,3688.97000000,3862.39000000,114.68534600,2017-08-22 03:59:59.999,442744.57170483,731,79.20673000,306369.37780113,0
2017-08-22 04:00:00,3863.00000000,3868.57000000,3400.00000000,3798.08000000,167.22151900,2017-08-22 07:59:59.999,627645.60716665,935,109.43445400,413851.45400960,0
2017-08-22 08:00:00,3798.08000000,3920.31000000,3750.08000000,3866.48000000,221.73123600,2017-08-22 11:59:59.999,854175.43470761,1466,138.50272700,532978.70005289,0
2017-08-22 12:00:00,3866.48000000,3990.12000000,3786.81000000,3858.23000000,179.35842100,2017-08-22 15:59:59.999,698287.50405772,1471,42.15569300,164971.01764635,0
2017-08-22 16:00:00,3858.23000000,4104.82000000,3853.47000000,3984.24000000,159.53565500,2017-08-22 19:59:59.999,634541.12778918,1017,28.13859100,112421.52695131,0
2017-08-22 20:00:00,3984.50000000,4061.54000000,3944.03000000,4040.00000000,124.15268100,2017-08-22 23:59:59.999,495111.52671452,874,26.55698600,106596.29288098,0
2017-08-23 00:00:00,4040.00000000,4127.99000000,4013.89000000,4100.41000000,159.65838400,2017-08-23 03:59:59.999,651005.60763807,997,23.42049300,95805.17621647,0
2017-08-23 04:00:00,4084.54000000,4115.87000000,4035.32000000,4074.88000000,141.83960300,2017-08-23 07:59:59.999,578320.10546274,1111,27.28419900,111713.50015777,0
2017-08-23 08:00:00,4081.63000000,4242.32000000,4057.00000000,4237.99000000,135.02402200,2017-08-23 11:59:59.999,562615.54910386,1053,36.19523000,151733.19746311,0
2017-08-23 12:00:00,4205.98000000,4265.80000000,4150.65000000,4197.05000000,237.36056900,2017-08-23 15:59:59.999,997806.79953809,2601,128.94771500,543061.81819453,0
2017-08-23 16:00:00,4226.94000000,4259.58000000,4103.51000000,4117.07000000,174.63758500,2017-08-23 19:59:59.999,731256.24764675,1856,53.98407800,227813.43154504,0
2017-08-23 20:00:00,4136.48000000,4178.65000000,4069.80000000,4114.01000000,152.61640200,2017-08-23 23:59:59.999,627682.15643017,1011,39.58737700,163439.97161771,0
2017-08-24 00:00:00,4147.00000000,4204.55000000,4085.01000000,4113.58000000,123.52015000,2017-08-24 03:59:59.999,511550.36438993,903,27.06074300,112391.45240915,0
2017-08-24 04:00:00,4113.58000000,4177.64000000,4090.39000000,4153.32000000,123.17946000,2017-08-24 07:59:59.999,509864.53980426,789,21.65614900,89962.47513220,0
2017-08-24 08:00:00,4153.80000000,4250.94000000,4150.00000000,4202.00000000,171.48648800,2017-08-24 11:59:59.999,718060.12124621,1714,73.05585000,306499.16391631,0
2017-08-24 12:00:00,4211.78000000,4250.90000000,4136.33000000,4222.00000000,146.99734200,2017-08-24 15:59:59.999,615368.84552887,1264,43.38273200,181977.61101503,0
2017-08-24 16:00:00,4223.06000000,4250.77000000,4178.22000000,4216.07000000,111.57935800,2017-08-24 19:59:59.999,469850.39412688,839,16.24123000,68603.33868704,0
2017-08-24 20:00:00,4216.10000000,4371.68000000,4193.17000000,4316.01000000,110.65595500,2017-08-24 23:59:59.999,471782.14806861,738,25.42370800,108945.02297147,0
2017-08-25 00:00:00,4316.01000000,4370.00000000,4295.75000000,4312.69000000,141.10452600,2017-08-25 03:59:59.999,611984.04895229,1511,28.50808800,123930.30981983,0
2017-08-25 04:00:00,4312.69000000,4362.00000000,4267.50000000,4329.00000000,101.50954300,2017-08-25 07:59:59.999,437863.45460033,925,18.26273600,79005.68235136,0
2017-08-25 08:00:00,4317.81000000,4361.28000000,4298.74000000,4361.27000000,74.43306000,2017-08-25 11:59:59.999,322437.97728068,694,15.95957100,69337.48965379,0
2017-08-25 12:00:00,4361.27000000,4422.29000000,4261.13000000,4394.36000000,164.20665600,2017-08-25 15:59:59.999,710205.00769493,2407,23.93043100,103694.08634920,0
2017-08-25 16:00:00,4394.36000000,4453.91000000,4284.11000000,4307.17000000,52.39933000,2017-08-25 19:59:59.999,230331.50713670,518,8.16205100,35850.76446313,0
2017-08-25 20:00:00,4326.00000000,4365.00000000,4247.48000000,4280.68000000,39.95962500,2017-08-25 23:59:59.999,171815.35369834,499,5.27509700,22758.80310914,0
2017-08-26 00:00:00,4280.71000000,4315.00000000,4228.99000000,4297.94000000,41.63856800,2017-08-26 03:59:59.999,178220.54844697,425,5.69084600,24444.92494631,0
2017-08-26 04:00:00,4297.94000000,4319.70000000,4252.44000000,4319.70000000,28.70728800,2017-08-26 07:59:59.999,123253.55557526,264,7.44095800,32017.76138539,0
2017-08-26 08:00:00,4319.70000000,4319.70000000,4260.88000000,4288.72000000,36.15308100,2017-08-26 11:59:59.999,155418.86316773,242,6.65041700,28663.45445840,0
2017-08-26 12:00:00,4288.72000000,4306.74000000,4221.14000000,4275.00000000,34.65498400,2017-08-26 15:59:59.999,147798.52539778,364,11.24579900,48069.60621030,0
2017-08-26 16:00:00,4275.00000000,4351.32000000,4212.41000000,4293.52000000,47.43110800,2017-08-26 19:59:59.999,202533.71619518,550,16.11948900,69037.42708171,0
2017-08-26 20:00:00,4293.52000000,4367.00000000,4279.00000000,4337.44000000,39.52303900,2017-08-26 23:59:59.999,170640.52454918,415,9.04263200,39130.62642034,0
2017-08-27 00:00:00,4332.51000000,4400.00000000,4314.91000000,4314.91000000,62.98038800,2017-08-27 03:59:59.999,274219.29999526,731,18.20244800,79393.00611610,0
2017-08-27 04:00:00,4329.19000000,4370.85000000,4293.42000000,4313.84000000,47.47819900,2017-08-27 07:59:59.999,205503.40860345,500,7.93059100,34370.62024775,0
2017-08-27 08:00:00,4331.29000000,4352.34000000,4285.56000000,4323.37000000,57.13868200,2017-08-27 11:59:59.999,246810.84707828,863,20.35779400,88196.52071802,0
2017-08-27 12:00:00,4340.00000000,4340.00000000,4285.54000000,4325.00000000,35.27742400,2017-08-27 15:59:59.999,152269.97962719,448,6.56283500,28386.25051276,0
2017-08-27 16:00:00,4290.01000000,4386.78000000,4290.01000000,4368.41000000,72.11126000,2017-08-27 19:59:59.999,313605.68114778,588,30.33178400,132177.57760319,0
2017-08-27 20:00:00,4336.12000000,4386.79000000,4309.60000000,4310.01000000,75.70663200,2017-08-27 23:59:59.999,329170.84557361,540,18.26590600,79918.20417433,0
2017-08-28 00:00:00,4310.01000000,4330.36000000,4239.36000000,4239.37000000,73.29535500,2017-08-28 03:59:59.999,314379.26640406,629,12.49560200,53849.44762769,0
