Open time,Open,High,Low,Close,Volume,Close time,Base asset volume,Number of trades,Taker buy volume,Taker buy base asset volume,Ignore,ha_signal,ema_200_signal,stoch_signal
2021-01-01 00:00:00,28923.63,29017.5,28690.17,28752.8,840.077569,2021-01-01 00:14:59.999,24239724.49526467,19318,393.704224,11360055.06001144,0,0.0,0.0,0.0
2021-01-01 00:15:00,28752.8,28875.55,28720.91,28836.63,480.611179,2021-01-01 00:29:59.999,13846953.25263436,13876,235.967978,6798116.91940054,0,0.0,1.0,0.0
2021-01-01 00:30:00,28836.63,28943.87,28836.62,28930.11,471.134708,2021-01-01 00:44:59.999,13616185.45747568,12234,307.966715,8899806.50817225,0,1.0,1.0,0.0
2021-01-01 00:45:00,28930.11,29031.34,28889.99,28995.13,519.987989,2021-01-01 00:59:59.999,15065967.13472537,12961,277.720321,8045564.29529853,0,1.0,1.0,0.0
2021-01-01 01:00:00,28995.13,29385.0,28960.35,29382.59,1735.839005,2021-01-01 01:14:59.999,50680793.14021551,32696,1152.696972,33662886.41552563,0,0.0,1.0,0.0
2021-01-01 01:15:00,29384.97,29417.87,29241.5,29385.39,1713.279439,2021-01-01 01:29:59.999,50251757.8394141,29583,934.578204,27417324.41868069,0,1.0,1.0,0.0
2021-01-01 01:30:00,29387.07,29470.0,29312.17,29319.87,1333.722323,2021-01-01 01:44:59.999,39209972.45626526,25273,719.928322,21171451.19639764,0,0.0,1.0,0.0
2021-01-01 01:45:00,29320.7,29430.85,29311.75,29409.99,620.227704,2021-01-01 01:59:59.999,18215293.38216235,16344,352.838203,10362329.90494897,0,0.0,1.0,0.0
2021-01-01 02:00:00,29410.0,29465.26,29201.78,29248.69,741.691772,2021-01-01 02:14:59.999,21775579.82389752,16200,350.282992,10284833.73010487,0,0.0,1.0,0.0
2021-01-01 02:15:00,29248.69,29388.22,29240.41,29298.86,502.933004,2021-01-01 02:29:59.999,14744416.69898486,13738,276.047239,8091898.55173334,0,0.0,1.0,0.0
2021-01-01 02:30:00,29298.87,29299.98,29120.03,29265.71,698.745795,2021-01-01 02:44:59.999,20425553.81794513,16297,370.667186,10836292.46924279,0,0.0,1.0,0.0
2021-01-01 02:45:00,29264.87,29341.21,29151.42,29194.65,440.860989,2021-01-01 02:59:59.999,12897103.33259279,11411,206.436089,6039725.15724506,0,0.0,1.0,0.0
2021-01-01 03:00:00,29195.25,29287.49,29193.5,29263.79,323.394526,2021-01-01 03:14:59.999,9460291.79579729,9304,176.278016,5156407.00659289,0,0.0,1.0,0.0
2021-01-01 03:15:00,29263.79,29311.0,29150.02,29215.84,368.993617,2021-01-01 03:29:59.999,10788389.86987345,11007,198.129128,5793799.81309192,0,0.0,1.0,0.0
2021-01-01 03:30:00,29216.03,29367.0,29190.83,29276.99,468.424683,2021-01-01 03:44:59.999,13711001.7501625,11548,251.973441,7376388.97247098,0,0.0,1.0,0.0
2021-01-01 03:45:00,29277.0,29321.59,29241.61,29278.4,300.532251,2021-01-01 03:59:59.999,8801093.30968322,10651,149.535081,4378952.19092398,0,0.0,1.0,0.0
2021-01-01 04:00:00,29278.41,29342.74,29278.4,29289.14,378.797473,2021-01-01 04:14:59.999,11102483.14217286,11265,190.247088,5576080.48210105,0,1.0,1.0,0.0
2021-01-01 04:15:00,29290.2,29395.0,29290.2,29332.81,493.117866,2021-01-01 04:29:59.999,14477116.02708193,13358,236.156479,6933071.73538358,0,1.0,1.0,0.0
2021-01-01 04:30:00,29332.81,29373.6,29029.4,29172.58,868.634782,2021-01-01 04:44:59.999,25345273.34557293,20198,418.751385,12216376.53261934,0,0.0,-1.0,0.0
2021-01-01 04:45:00,29172.58,29236.88,29172.57,29220.31,297.496682,2021-01-01 04:59:59.999,8689764.78870102,10593,158.187882,4620853.13010257,0,-1.0,1.0,0.0
2021-01-01 05:00:00,29220.31,29235.28,29084.11,29126.61,599.34219,2021-01-01 05:14:59.999,17470946.25776968,14076,237.69325,6929196.64010419,0,0.0,-1.0,0.0
2021-01-01 05:15:00,29125.66,29195.31,29116.01,29161.28,274.161439,2021-01-01 05:29:59.999,7992400.69667146,9954,122.009367,3557251.56578691,0,0.0,-1.0,0.0
2021-01-01 05:30:00,29161.28,29205.68,29113.8,29178.57,320.467553,2021-01-01 05:44:59.999,9347655.99021431,9185,167.135552,4875525.11446718,0,0.0,-1.0,0.0
2021-01-01 05:45:00,29178.57,29213.4,29138.28,29187.01,275.98508,2021-01-01 05:59:59.999,8053535.75970266,8585,153.008573,4465216.97211434,0,0.0,-1.0,0.0
2021-01-01 06:00:00,29187.01,29270.0,29187.01,29213.25,332.62597,2021-01-01 06:14:59.999,9722867.12569262,10116,181.743183,5312863.77617906,0,1.0,1.0,0.0
2021-01-01 06:15:00,29213.25,29233.0,29100.0,29100.0,330.699497,2021-01-01 06:29:59.999,9644557.0838507,12314,140.418388,4094885.28853604,0,0.0,-1.0,0.0
2021-01-01 06:30:00,29100.0,29202.72,29100.0,29191.89,321.412816,2021-01-01 06:44:59.999,9373082.65389721,12294,181.061937,5281029.97575499,0,0.0,-1.0,0.0
2021-01-01 06:45:00,29191.88,29205.76,29077.32,29174.35,435.988008,2021-01-01 06:59:59.999,12705506.15474952,11676,195.919168,5709543.71945164,0,0.0,-1.0,0.0
2021-01-01 07:00:00,29174.35,29191.98,28806.54,28930.9,1169.197277,2021-01-01 07:14:59.999,33876107.53340527,22268,458.098496,13275749.79384393,0,0.0,-1.0,-1.0
2021-01-01 07:15:00,28930.89,29040.61,28909.5,29018.83,560.642547,2021-01-01 07:29:59.999,16257787.94650283,12385,262.914324,7623874.97074592,0,-1.0,-1.0,-1.0
2021-01-01 07:30:00,29018.83,29096.83,29000.0,29085.49,375.703712,2021-01-01 07:44:59.999,10915656.10122007,10087,193.698307,5628027.26823948,0,1.0,-1.0,-1.0
2021-01-01 07:45:00,29085.49,29100.96,29043.06,29092.83,274.637382,2021-01-01 07:59:59.999,7985067.51377123,8418,140.009864,4070805.36965373,0,0.0,-1.0,-1.0
2021-01-01 08:00:00,29092.84,29178.03,28978.55,29006.71,529.388284,2021-01-01 08:14:59.999,15390258.79030639,16010,266.052577,7736566.91135645,0,0.0,-1.0,-1.0
2021-01-01 08:15:00,29006.5,29045.4,28872.24,29033.9,640.835166,2021-01-01 08:29:59.999,18553864.7628581,16454,308.717533,8938414.63873436,0,-1.0,-1.0,-1.0
2021-01-01 08:30:00,29033.93,29122.0,28957.49,28981.7,439.559993,2021-01-01 08:44:59.999,12769724.4969969,12181,221.859683,6445535.12279391,0,0.0,-1.0,-1.0
2021-01-01 08:45:00,28981.69,29076.99,28931.32,29000.01,398.382296,2021-01-01 08:59:59.999,11560342.6484605,10367,225.436377,6541931.05310117,0,0.0,-1.0,-1.0
2021-01-01 09:00:00,29000.01,29145.57,28970.0,29126.44,439.460871,2021-01-01 09:14:59.999,12777020.18516679,10220,230.946886,6715038.79856938,0,0.0,-1.0,-1.0
2021-01-01 09:15:00,29126.45,29236.03,29076.38,29181.07,652.915291,2021-01-01 09:29:59.999,19043938.75900282,11904,409.792798,11954763.66690945,0,1.0,1.0,-1.0
2021-01-01 09:30:00,29181.06,29307.73,29174.47,29226.73,526.486437,2021-01-01 09:44:59.999,15400992.11951339,12276,332.432627,9725111.85643097,0,1.0,1.0,-1.0
2021-01-01 09:45:00,29226.73,29278.01,29184.89,29202.21,403.193423,2021-01-01 09:59:59.999,11784561.197303,9274,235.305267,6877803.03033286,0,0.0,1.0,-1.0
