Open time,Open,High,Low,Close,Volume,Close time,Base asset volume,Number of trades,Taker buy volume,Taker buy base asset volume,Ignore,ha_signal,ema_200_signal,stoch_signal
2017-08-17 04:00:00,4261.48,4280.56,4261.48,4261.48,2.189061,2017-08-17 04:14:59.999,9333.6209622,9,0.489061,2089.1049622,0,0.0,0.0,0.0
2017-08-17 04:15:00,4261.48,4270.41,4261.32,4261.45,9.119865,2017-08-17 04:29:59.999,38891.13304617,40,3.447113,14703.93499548,0,0.0,-1.0,0.0
2017-08-17 04:30:00,4280.0,4310.07,4267.99,4310.07,21.923552,2017-08-17 04:44:59.999,94080.91756819,58,20.421317,87620.97787639,0,1.0,1.0,0.0
2017-08-17 04:45:00,4310.07,4313.62,4291.37,4308.83,13.948531,2017-08-17 04:59:59.999,60060.46681648,64,10.803012,46538.46010897,0,0.0,1.0,0.0
2017-08-17 05:00:00,4308.83,4328.69,4304.31,4304.31,5.101153,2017-08-17 05:14:59.999,22006.53311123,44,3.496635,15093.78305729,0,0.0,1.0,0.0
2017-08-17 05:15:00,4320.0,4320.0,4312.14,4320.0,15.947495,2017-08-17 05:29:59.999,68857.75940919,29,15.899935,68652.30068479,0,1.0,1.0,0.0
2017-08-17 05:30:00,4320.0,4320.0,4291.37,4291.37,2.155453,2017-08-17 05:44:59.999,9307.69858079,25,2.020686,8729.36352,0,-1.0,-1.0,0.0
2017-08-17 05:45:00,4297.04,4315.32,4297.04,4315.32,0.030815,2017-08-17 05:59:59.999,132.83246628,4,0.030815,132.83246628,0,0.0,1.0,0.0
2017-08-17 06:00:00,4330.29,4330.29,4318.39,4330.0,0.065364,2017-08-17 06:14:59.999,282.39956631,3,0.011164,48.34282831,0,1.0,1.0,0.0
2017-08-17 06:15:00,4309.37,4330.29,4309.37,4311.02,3.500913,2017-08-17 06:29:59.999,15127.3617667,11,2.290913,9903.3305567,0,0.0,1.0,0.0
2017-08-17 06:30:00,4328.65,4345.45,4319.83,4345.45,3.494176,2017-08-17 06:44:59.999,15138.7594909,15,2.399764,10404.85050136,0,1.0,1.0,0.0
2017-08-17 06:45:00,4345.45,4345.45,4324.35,4324.35,0.169238,2017-08-17 06:59:59.999,733.79184598,7,0.10102,438.79333768,0,0.0,1.0,0.0
2017-08-17 07:00:00,4316.62,4316.62,4316.62,4316.62,0.001541,2017-08-17 07:14:59.999,6.65191142,1,0.001541,6.65191142,0,-1.0,1.0,0.0
2017-08-17 07:15:00,4291.38,4291.38,4291.38,4291.38,0.038918,2017-08-17 07:29:59.999,167.01192684,1,0.0,0.0,0,-1.0,-1.0,0.0
2017-08-17 07:30:00,4291.39,4300.0,4291.39,4300.0,0.718901,2017-08-17 07:44:59.999,3091.17587909,4,0.0,0.0,0,1.0,-1.0,0.0
2017-08-17 07:45:00,4287.41,4349.99,4287.41,4349.99,3.683889,2017-08-17 07:59:59.999,15976.21858251,19,2.600751,11284.69510392,0,0.0,1.0,0.0
2017-08-17 08:00:00,4333.32,4377.85,4333.32,4360.71,0.766417,2017-08-17 08:14:59.999,3339.54418877,13,0.625417,2727.57014029,0,1.0,1.0,0.0
2017-08-17 08:15:00,4360.71,4360.71,4360.7,4360.7,0.075843,2017-08-17 08:29:59.999,330.72868491,5,0.075843,330.72868491,0,1.0,1.0,0.0
2017-08-17 08:30:00,4360.7,4360.7,4360.0,4360.69,0.099262,2017-08-17 08:44:59.999,432.80644298,7,0.08211,358.02372298,0,0.0,1.0,0.0
2017-08-17 08:45:00,4360.7,4360.7,4360.69,4360.69,0.031285,2017-08-17 08:59:59.999,136.42426897,3,0.031285,136.42426897,0,0.0,1.0,0.0
2017-08-17 09:00:00,4360.0,4360.0,4360.0,4360.0,0.006296,2017-08-17 09:14:59.999,27.45056,1,0.006296,27.45056,0,-1.0,1.0,0.0
2017-08-17 09:15:00,4360.0,4360.0,4360.0,4360.0,2.288705,2017-08-17 09:29:59.999,9978.7538,9,2.288705,9978.7538,0,0.0,1.0,0.0
2017-08-17 09:30:00,4360.0,4445.78,4360.0,4436.51,8.4108,2017-08-17 09:44:59.999,36956.19061569,26,7.905577,34732.21282945,0,1.0,1.0,0.0
2017-08-17 09:45:00,4444.0,4444.0,4444.0,4444.0,0.057822,2017-08-17 09:59:59.999,256.960968,7,0.057822,256.960968,0,1.0,1.0,0.0
2017-08-17 10:00:00,4441.1,4441.1,4399.81,4400.0,4.65968,2017-08-17 10:14:59.999,20551.66525713,13,3.2648,14365.11971082,0,-1.0,1.0,0.0
2017-08-17 10:15:00,4400.0,4443.0,4400.0,4440.0,0.614651,2017-08-17 10:29:59.999,2714.54797,8,0.558271,2466.47597,0,0.0,1.0,0.0
2017-08-17 10:30:00,4400.0,4419.0,4400.0,4415.0,2.078235,2017-08-17 10:44:59.999,9177.667541,8,1.778235,7857.667541,0,-1.0,1.0,0.0
2017-08-17 10:45:00,4419.0,4470.0,4419.0,4460.0,17.512833,2017-08-17 10:59:59.999,77846.84821979,53,16.097387,71536.7098322,0,1.0,1.0,0.0
2017-08-17 11:00:00,4460.0,4474.8,4454.72,4474.8,16.084544,2017-08-17 11:14:59.999,71869.9488813,24,15.858029,70858.0414913,0,1.0,1.0,-1.0
2017-08-17 11:15:00,4474.8,4485.39,4465.06,4485.39,8.844785,2017-08-17 11:29:59.999,39580.5374107,33,8.227468,36822.86970318,0,0.0,1.0,-1.0
2017-08-17 11:30:00,4485.39,4485.39,4459.96,4469.93,0.583082,2017-08-17 11:44:59.999,2604.51084704,11,0.583082,2604.51084704,0,0.0,1.0,-1.0
2017-08-17 11:45:00,4469.93,4469.93,4427.3,4427.3,1.505642,2017-08-17 11:59:59.999,6696.57209337,27,1.347306,5994.53108381,0,-1.0,1.0,-1.0
2017-08-17 12:00:00,4436.06,4449.56,4436.06,4441.87,11.174158,2017-08-17 12:14:59.999,49632.05194164,50,10.410457,46234.50582338,0,0.0,1.0,-1.0
2017-08-17 12:15:00,4441.87,4441.87,4418.12,4418.12,9.921389,2017-08-17 12:29:59.999,43929.41244711,27,3.864154,17116.99777161,0,0.0,1.0,-1.0
2017-08-17 12:30:00,4417.0,4431.13,4411.01,4431.13,1.089877,2017-08-17 12:44:59.999,4822.79546509,16,0.914877,4049.91031509,0,0.0,1.0,-1.0
2017-08-17 12:45:00,4430.0,4431.13,4411.0,4411.0,0.846974,2017-08-17 12:59:59.999,3742.25873154,15,0.123506,546.42017154,0,0.0,1.0,-1.0
2017-08-17 13:00:00,4411.0,4445.88,4411.0,4445.88,1.258943,2017-08-17 13:14:59.999,5579.00794825,10,0.886519,3934.10884137,0,0.0,1.0,-1.0
2017-08-17 13:15:00,4430.43,4440.0,4422.6,4440.0,2.459375,2017-08-17 13:29:59.999,10881.28590612,14,2.459375,10881.28590612,0,0.0,1.0,-1.0
2017-08-17 13:30:00,4435.12,4445.0,4425.21,4445.0,7.50464,2017-08-17 13:44:59.999,33334.61060171,41,5.330799,23681.1292612,0,0.0,1.0,-1.0
2017-08-17 13:45:00,4432.07,4459.0,4425.6,4459.0,20.089478,2017-08-17 13:59:59.999,89181.73497917,53,17.887349,79413.9515912,0,0.0,1.0,-1.0
2017-08-17 14:00:00,4459.0,4460.0,4435.93,4452.71,17.338465,2017-08-17 14:14:59.999,77227.30128635,52,13.560024,60375.71014035,0,0.0,1.0,-1.0
2017-08-17 14:15:00,4452.71,4469.46,4437.35,4467.81,4.310344,2017-08-17 14:29:59.999,19230.66732742,52,2.911965,12996.47517325,0,0.0,1.0,-1.0
