Open time,Open,High,Low,Close,Volume,Close time,Base asset volume,Number of trades,Taker buy volume,Taker buy base asset volume,Ignore,ha_signal,ema_200_signal,stoch_signal
2022-01-01 00:00:00,46216.93,46527.26,46208.37,46332.51,386.65709,2022-01-01 00:14:59.999,17922004.4758951,11104,210.58102,9758565.0648431,0,0.0,0.0,0.0
2022-01-01 00:15:00,46332.52,46421.27,46236.27,46375.42,319.99973,2022-01-01 00:29:59.999,14829190.1550472,8570,177.8684,8241798.8566039,0,0.0,1.0,0.0
2022-01-01 00:30:00,46375.42,46689.42,46360.19,46610.81,386.08077,2022-01-01 00:44:59.999,17967322.8022338,9931,209.23388,9737367.1585261,0,1.0,1.0,0.0
2022-01-01 00:45:00,46610.81,46731.39,46575.76,46656.13,410.59336,2022-01-01 00:59:59.999,19161468.9573232,9003,208.38206,9724425.8376709,0,1.0,1.0,0.0
2022-01-01 01:00:00,46656.14,46767.24,46574.06,46766.99,330.08774,2022-01-01 01:14:59.999,15396644.6503683,8666,189.60913,8843542.8450332,0,0.0,1.0,0.0
2022-01-01 01:15:00,46766.99,46949.99,46752.17,46815.33,259.42027,2022-01-01 01:29:59.999,12153334.7650387,10264,143.03103,6700356.3139259,0,1.0,1.0,0.0
2022-01-01 01:30:00,46815.34,46884.63,46748.05,46768.1,180.18171,2022-01-01 01:44:59.999,8432656.8454937,6597,79.47185,3720281.5349612,0,0.0,1.0,0.0
2022-01-01 01:45:00,46768.11,46861.47,46711.9,46778.14,174.12567,2022-01-01 01:59:59.999,8144511.8567015,6345,79.06866,3699092.1614539,0,0.0,1.0,0.0
2022-01-01 02:00:00,46778.14,46867.75,46769.95,46845.97,121.88714,2022-01-01 02:14:59.999,5706737.8159207,6578,57.36843,2686019.1350024,0,0.0,1.0,0.0
2022-01-01 02:15:00,46845.98,46928.94,46826.0,46826.01,151.63112,2022-01-01 02:29:59.999,7109365.6375894,6816,59.33071,2781476.3727802,0,1.0,1.0,0.0
2022-01-01 02:30:00,46826.0,46826.01,46721.96,46775.91,118.53757,2022-01-01 02:44:59.999,5545588.2335818,6140,52.05404,2435050.9345987,0,-1.0,1.0,0.0
2022-01-01 02:45:00,46775.9,46860.39,46773.93,46811.77,93.11277,2022-01-01 02:59:59.999,4358978.7321082,4830,37.59795,1760060.6235144,0,0.0,1.0,0.0
2022-01-01 03:00:00,46811.77,46851.56,46760.12,46826.1,78.24895,2022-01-01 03:14:59.999,3662992.1234773,4673,45.75643,2141932.6546026,0,0.0,1.0,0.0
2022-01-01 03:15:00,46826.11,46916.63,46777.0,46809.15,218.66839,2022-01-01 03:29:59.999,10241893.468594,5581,96.968,4542206.8984696,0,0.0,1.0,0.0
2022-01-01 03:30:00,46809.16,46900.0,46809.15,46867.98,132.30528,2022-01-01 03:44:59.999,6198025.0677409,4961,64.83173,3037335.2445418,0,0.0,1.0,0.0
2022-01-01 03:45:00,46867.98,46898.99,46813.2,46813.2,133.66709,2022-01-01 03:59:59.999,6260349.8035507,4667,40.72596,1907901.5993463,0,0.0,1.0,0.0
2022-01-01 04:00:00,46813.21,46887.33,46630.23,46648.04,264.47177,2022-01-01 04:14:59.999,12367346.71992,7443,94.54512,4420843.1968658,0,0.0,-1.0,0.0
2022-01-01 04:15:00,46648.04,46720.13,46591.23,46708.14,199.9158,2022-01-01 04:29:59.999,9329993.0534882,5745,97.11988,4532666.2525114,0,-1.0,-1.0,0.0
2022-01-01 04:30:00,46708.13,46783.76,46639.18,46734.52,248.42884,2022-01-01 04:44:59.999,11600245.084352,5088,124.24582,5802048.7062539,0,0.0,1.0,0.0
